snapshot_date,symbol,gics_sector,sector,composite_score,sector_rank,z_momentum,z_liquidity,z_risk
2022-09-30,AAPL,Information Technology,Information Technology,0.7882248044198064,2,0.6524226620728201,2.5791580781685544,0.5953020422879828
2022-09-30,RIO.L,Materials,Materials,0.7545268187044516,2,0.5108209251867725,1.5249053138689073,-0.7152660040930338
2022-09-30,MU,Information Technology,Information Technology,0.7516833646513363,3,1.1866700892249187,-0.46446542638122124,-0.6628719819631473
2022-09-30,MNST,Consumer Staples,Consumer Staples,0.7516722618769455,3,1.1004088224830204,-0.5556599485600813,-1.0127947904957473
2022-09-30,ROST,Consumer Discretionary,Consumer Discretionary,0.7478393027732281,4,1.2014090985632109,-0.4131498424360182,-0.5481190606125256
2022-09-30,UNI.MC,Financials,Financials,0.7366268831062275,4,1.9371019274474324,-0.612424141697221,1.5157472251139383
2022-09-30,LLOY.L,Financials,Financials,0.717306718962791,5,0.39637555455259593,2.5792873236674954,0.18188039251132804
2022-09-30,LLY,Health Care,Health Care,0.6687549649061595,3,1.1289306554237144,-0.2563410745895452,-0.21332393284919904
2022-09-30,HLMA.L,Industrials,Industrials,0.6643586025453774,4,1.1042918710657095,0.4047148497464631,0.3957974502167041
2022-09-30,IMI.L,Industrials,Industrials,0.6274336021242513,5,1.051592174596856,-0.3081238020910307,-0.2905152889217187
2022-09-30,BMY,Health Care,Health Care,0.5922968293765881,4,0.7941429611271549,-0.2982521905969224,-0.8773074540983985
2022-09-30,FRES.L,Materials,Materials,0.5461449953468787,3,1.2285984822727847,-0.4526788213575271,0.5023916487264336
2022-09-30,SPG,Real Estate,Real Estate,0.5222418175749292,2,0.878613089177706,-0.36632244415751736,-0.3416922644990457
2022-09-30,SRE,Utilities,Utilities,0.4245951811566678,2,0.6300198717699655,-0.4460629991662039,-0.6789792896396459
2022-09-30,FE,Utilities,Utilities,0.4074749557155674,3,0.7823707798283394,-0.46498743009612414,-0.1552498691889434
2022-09-30,GOOGL,Communication Services,Communication Services,0.2254291150147665,2,0.2694951462858982,0.10404018296695283,-0.21461995324918504
2022-10-31,ENGI.PA,Utilities,Utilities,1.7579537448613471,1,2.4541581793230387,-0.5021660302581386,-1.9294602165957588
2022-10-31,MRK,Health Care,Health Care,1.6573135592855532,1,2.4583368920383335,-0.27347794388918617,-1.1850350642019527
2022-10-31,CAT,Industrials,Industrials,1.4773158519137333,1,2.2454937788481932,-0.35227864321345476,-1.0023765662375417
2022-10-31,CSCO,Information Technology,Information Technology,1.3657529769219323,1,1.9527953867038677,-0.5314650979062288,-1.5018438224042874
2022-10-31,CFG,Financials,Financials,1.3432529878525894,1,1.9786603394892441,-0.568852541829738,-1.3491364626249527
2022-10-31,NUE,Materials,Materials,1.23430648606307,1,1.9791820375639964,-0.50920755204777,-0.7431938696711301
2022-10-31,ENI.MI,Energy,Energy,1.1934652708926734,1,1.8395610765546544,-0.46186250463074563,-0.9105056294301499
2022-10-31,TJX,Consumer Discretionary,Consumer Discretionary,1.180762269044367,1,1.663057805706635,-0.41196988690920255,-1.3266078150111331
2022-10-31,EA,Communication Services,Communication Services,1.150871844812863,1,1.6014471142907891,-0.6582368859440804,-1.6082547671360279
2022-10-31,GS,Financials,Financials,1.0899565247666163,2,1.6088780378037164,-0.43621653381353553,-1.0593650442354685
2022-10-31,JPM,Financials,Financials,1.086454172308182,3,1.5075191063559072,-0.20631631370112272,-1.1160298561743105
2022-10-31,HST,Real Estate,Real Estate,1.042125747476784,1,1.352676739016199,-0.48854596320283855,-1.641144483538161
2022-10-31,M,Consumer Discretionary,Consumer Discretionary,1.0329509848604201,2,1.8875881950329223,-0.47007431789591947,0.02793534290074563
2022-10-31,SPG,Real Estate,Real Estate,0.9419609941526716,2,1.3803983604369068,-0.37925747521849124,-0.9478673646711293
2022-10-31,GLEN.L,Materials,Materials,0.9372347838387403,2,0.35135032505811686,2.6678150360128137,-0.9643079080065369
2022-10-31,AMGN,Health Care,Health Care,0.9012206893212021,2,1.3061555382002652,-0.3147914036466357,-0.9024282356518507
2022-10-31,UU.L,Utilities,Utilities,0.8919871419235401,2,0.9471122995979098,0.393462214509595,-1.2251365963143759
2022-10-31,PH,Industrials,Industrials,0.8827015426096045,2,1.3574493066176465,-0.5339479367971358,-0.8751077299922196
2022-10-31,CMI,Industrials,Industrials,0.8631180990602831,3,1.2621429749758322,-0.5665272895238808,-1.0956888598978003
2022-10-31,STT,Financials,Financials,0.8178816272298893,4,1.501533645182979,-0.571496166705315,-0.15630336730582486
2022-10-31,MO,Consumer Staples,Consumer Staples,0.7791764351272514,1,1.2989639872778578,-0.5250031640843764,-0.5239933778870604
2022-10-31,BAC,Financials,Financials,0.7672972498517346,5,1.256909845797257,-0.2564915551660759,-0.3222482670329778
2022-10-31,ADM,Consumer Staples,Consumer Staples,0.7577613294443741,2,1.4863399666118808,-0.541596282025272,0.1286169705884997
2022-10-31,KEYS,Information Technology,Information Technology,0.7390634943540089,2,1.132185851394123,-0.6788298120001105,-0.9775897295877861
2022-10-31,NG.L,Utilities,Utilities,0.6959057984929341,3,-0.07371564021844211,2.8372887147618813,-0.8633871983581152
2022-10-31,GLW,Information Technology,Information Technology,0.6937497751874679,3,0.9223451903919049,-0.6757135668226768,-1.3774268715843023
2022-10-31,MAR,Consumer Discretionary,Consumer Discretionary,0.6851095960345731,3,1.0329241658969284,-0.43000616528870766,-0.7567816477707883
2022-10-31,BAYN.DE,Health Care,Health Care,0.6595016111050158,3,1.0122262192900269,-0.41439504790088577,-0.6752244455558839
2022-10-31,LIN,Materials,Materials,0.6571152949466733,3,1.035480056320083,-0.46763782607575755,-0.6467741318488751
2022-10-31,CVX,Energy,Energy,0.6085103697023697,2,0.9182058909182369,-0.39704755991011476,-0.6849817356672526
2022-10-31,GSK.L,Health Care,Health Care,0.6070565587162873,4,0.25304214488786403,1.9323062641364888,-0.3438500947813554
2022-10-31,HLT,Consumer Discretionary,Consumer Discretionary,0.6069258966160139,4,0.8795283605021158,-0.44192879849205075,-0.8379732000657731
2022-10-31,WAB,Industrials,Industrials,0.5785653592246915,4,0.7146466537834992,-0.6281164212314424,-1.3770032560044028
2022-10-31,AHT.L,Industrials,Industrials,0.5262393860210144,5,0.7002604578068733,1.4161490984732206,0.8857335417887684
2022-10-31,DIS,Communication Services,Communication Services,0.5259325407054626,2,1.2022142542841747,-0.4397976162065781,0.5371824431186326
2022-10-31,WMT,Consumer Staples,Consumer Staples,0.41378416094305925,3,0.6512573708919561,-0.45601067363133807,-0.571159365670766
2022-11-30,ENR.DE,Industrials,Industrials,1.870500247932237,1,2.8578394117491284,-0.6532110472906432,-1.432194051704443
2022-11-30,GS,Financials,Financials,1.5940395356003445,1,2.418137030047151,-0.34869028738577357,-1.0644768752460423
2022-11-30,AZN.L,Health Care,Health Care,1.5238324682060587,1,1.1120350371705259,3.3638276228202124,-0.9192296066985025
2022-11-30,ULVR.L,Consumer Staples,Consumer Staples,1.461046170483946,1,1.0706204148326863,2.635921388815558,-1.4574482191061136
2022-11-30,CNA.L,Utilities,Utilities,1.4262579762968637,1,2.203503289604185,0.4843494504604381,-0.03643056221132427
2022-11-30,BRBY.L,Consumer Discretionary,Consumer Discretionary,1.3350487242213909,1,1.5445949204125429,0.782317476157798,-1.2591413837115288
2022-11-30,RIO.L,Materials,Materials,1.164345207410601,1,1.0659688111539283,1.619384995758673,-1.004434607832548
2022-11-30,SSE.L,Industrials,Industrials,1.1547255642648444,2,0.8922601680560305,2.3296989239178414,-0.7671483932382898
2022-11-30,HSBA.L,Financials,Financials,1.1407863820617596,2,0.44999559049450705,3.48511853279438,-0.868826606030897
2022-11-30,STAN.L,Financials,Financials,1.0685701820188322,3,1.150428465084849,0.6648794956305694,-1.2266860192090445
2022-11-30,EQIX,Real Estate,Real Estate,1.0644915138585478,1,1.5063546477690912,-0.03126495155525598,-0.8346585775407218
2022-11-30,GLEN.L,Materials,Materials,1.008271486701788,2,0.4538225713913955,2.4874348948022784,-1.1924548245324755
2022-11-30,TTE.PA,Energy,Energy,0.9936046725318468,1,1.2589610899458268,-0.4634383901982303,-1.654578483019984
2022-11-30,LIN,Materials,Materials,0.9793780048156753,3,1.3497333124863526,-0.4893643372132684,-1.3370544238325868
2022-11-30,RY.TO,Financials,Financials,0.9681611505478944,4,1.3969057688970878,-0.5180167224702646,-1.1681051685184731
2022-11-30,ENI.MI,Energy,Energy,0.960221704510594,2,1.3258581649718013,-0.4707113112339602,-1.2942453388715258
2022-11-30,AAF.L,Communication Services,Communication Services,0.9502278180441506,1,1.4978186336237038,-0.5297383884294349,-0.7874215777790766
2022-11-30,MRK,Health Care,Health Care,0.9452114062367205,2,1.4674076940624945,-0.25419716179624513,-0.5780311107923644
2022-11-30,ROST,Consumer Discretionary,Consumer Discretionary,0.8783383270760889,2,1.2824659684233968,-0.417623075317999,-0.9619168054282533
2022-11-30,RKT.L,Consumer Discretionary,Consumer Discretionary,0.8452200450460247,3,0.3395696830686298,2.2552549592690885,-0.9521362167551456
2022-11-30,ADI,Information Technology,Information Technology,0.8022758598105667,1,1.1550175322361846,-0.5718244466842709,-1.1181511490285505
2022-11-30,NVDA,Information Technology,Information Technology,0.7677208002436,2,1.1115361760774267,1.1955573253088594,0.6915618523231393
2022-11-30,ENGI.PA,Utilities,Utilities,0.7543733817075766,2,0.7276183378164206,-0.48774696284247765,-2.0767588579310994
2022-11-30,MS,Financials,Financials,0.7333101272552476,5,1.1503670208770331,-0.47096816157445187,-0.6864177352195904
2022-11-30,AVGO,Information Technology,Information Technology,0.7178211531874642,3,1.052469189293328,-0.4616321479342722,-0.8933303459916091
2022-11-30,ULTA,Consumer Discretionary,Consumer Discretionary,0.7115701924444464,4,1.1478760543321853,-0.432245934495533,-0.5464687337212092
2022-11-30,AME,Industrials,Industrials,0.6979294312116033,3,1.0771766863705157,-0.5949003264825499,-0.8530174234290191
2022-11-30,INCY,Health Care,Health Care,0.6188425309247445,3,0.8086253205968126,-0.41646527119067805,-1.0848019640239626
2022-11-30,NG.L,Utilities,Utilities,0.596733018779433,3,-0.18798739511985274,2.8597412869739647,-0.6878859922827585
2022-11-30,KO,Consumer Staples,Consumer Staples,0.5876856131580543,2,0.9336747213548573,-0.4753157390996565,-0.6127196408253568
2022-11-30,CAT,Industrials,Industrials,0.5871274126649305,4,0.8973561220404312,-0.28576121545112604,-0.529329912654485
2022-11-30,TSCO.L,Consumer Staples,Consumer Staples,0.5724180265094125,3,0.5954579749038409,0.32112292381503665,-0.7545932840205034
2022-11-30,VZ,Communication Services,Communication Services,0.5668919563131576,2,0.836749513108407,-0.5045374871928079,-0.8287487294333753
2022-11-30,BMY,Health Care,Health Care,0.5397825214868712,4,0.5997089676114545,-0.30762961495253466,-1.2074153195525275
2022-11-30,NSC,Industrials,Industrials,0.46531100390069646,5,0.838093784964565,-0.528760756429672,-0.3410344210394595
2022-11-30,LAND.L,Real Estate,Real Estate,0.4637764182914805,2,-0.6008049344608801,2.57851104659798,-1.5427858482420627
2022-12-31,BA.L,Industrials,Industrials,2.6646642209974534,1,3.029519054896872,2.493130145807612,-1.7416337944890383
2022-12-31,HSBA.L,Financials,Financials,1.8960352088284456,1,1.47691209148941,3.5253351042869,-1.5241046653870978
2022-12-31,PRU.L,Financials,Financials,1.894905009605068,2,2.5731497539141515,1.8551949235951684,0.10011913731228278
2022-12-31,ULVR.L,Consumer Staples,Consumer Staples,1.534345369904769,1,1.1266349100156465,2.556455062385163,-1.735367057091743
2022-12-31,AZN.L,Health Care,Health Care,1.467258491722427,1,1.0638705009702871,3.363816407772953,-0.78086454792832
2022-12-31,AVGO,Information Technology,Information Technology,1.4403108518971013,1,2.2426796313377055,-0.3435437494987754,-0.817059114971166
2022-12-31,VZ,Communication Services,Communication Services,1.2238367058288553,1,1.913467672369141,-0.4238408428139307,-0.8026213548507838
2022-12-31,RIO.L,Materials,Materials,1.174707156709029,1,1.221309825846946,1.6553910444010032,-0.5542152616033039
2022-12-31,ULTA,Consumer Discretionary,Consumer Discretionary,1.1518683994565218,1,1.8774620852424762,-0.39554987213561044,-0.5225056136907904
2022-12-31,EVRG,Utilities,Utilities,1.1275543114363948,1,1.7301147692873668,-0.4657151493568865,-0.913142398676761
2022-12-31,ANTO.L,Materials,Materials,1.0997543788251363,2,1.7369303211402756,-0.25361879489015954,-0.5415997255950146
2022-12-31,FE,Utilities,Utilities,1.0819096078512211,2,1.504170530402429,-0.47476026665617627,-1.3717967147049945
2022-12-31,LAND.L,Real Estate,Real Estate,1.0560430766364852,1,0.6574639279875972,2.5061221771544977,-0.8017014220651366
2022-12-31,ENR.DE,Industrials,Industrials,1.04641948664181,2,1.7731128228993303,-0.6525267834443029,-0.565285747955362
2022-12-31,STAN.L,Financials,Financials,1.0350927795300573,3,1.2992039626724767,0.6549143686403055,-0.6229376409925511
2022-12-31,GLEN.L,Materials,Materials,1.0190196112975562,3,0.531344229265394,2.5298007815038654,-0.9712645871877333
2022-12-31,GSK.L,Health Care,Health Care,1.0052763620753948,2,0.769495220324895,2.3634023460608997,-0.3544938033413891
2022-12-31,MO,Consumer Staples,Consumer Staples,0.9986648352109646,2,1.7019823943554702,-0.5489641390537351,-0.4363411320421478
2022-12-31,NXT.L,Consumer Discretionary,Consumer Discretionary,0.945726005134254,2,1.1913340424540255,0.5763614072630292,-0.5782664910461643
2022-12-31,TTE.PA,Energy,Energy,0.9329078655934827,1,1.4135832649268238,-0.48371201770251687,-0.907501550889459
2022-12-31,SHEL.L,Energy,Energy,0.8392279069279571,2,0.3985762725093356,2.32327221266129,-0.6771385044504882
2022-12-31,DGX,Health Care,Health Care,0.8303008649590865,3,1.282726412725962,-0.39992594818421157,-0.7032510348017578
2022-12-31,MRK,Health Care,Health Care,0.751679038364947,4,1.2013211058634417,-0.2478439871321667,-0.4022758613665772
2022-12-31,RKT.L,Consumer Discretionary,Consumer Discretionary,0.7174880697440906,3,-0.2182303569770202,2.759391570441364,-1.4827398492101493
2022-12-31,TPR,Consumer Discretionary,Consumer Discretionary,0.7075030560535618,4,1.5170828752182486,-0.5053199953365758,0.5084133500503609
2022-12-31,NG.L,Utilities,Utilities,0.6792229345251913,3,-0.2791905254018705,2.858026081682533,-1.3756601671490347
2022-12-31,SSE.L,Industrials,Industrials,0.6765175547451212,3,0.10115651812392987,2.279661550124602,-0.7994566692292145
2022-12-31,KO,Consumer Staples,Consumer Staples,0.6471263500805896,3,1.1072504393110025,-0.4708579489494884,-0.3847383814194287
2022-12-31,SPG,Real Estate,Real Estate,0.6315464955433298,2,0.8437223454634034,-0.36958197351668687,-0.9961474148431255
2022-12-31,CABK.MC,Financials,Financials,0.6185775737194373,4,0.7857645582641215,-0.6171120322786126,-1.3527062260834346
2022-12-31,MSFT,Information Technology,Information Technology,0.5956073363073388,2,0.45671288078524447,1.2119844782126334,-0.3959135609683266
2022-12-31,CAT,Industrials,Industrials,0.5333389877789021,4,0.8131824608025056,-0.29514142250963954,-0.5222889789966336
2022-12-31,SMIN.L,Industrials,Industrials,0.5098926584443554,5,0.23240985065473485,0.2297990903587657,-1.6224346498988067
2022-12-31,PHNX.L,Financials,Financials,0.4881130459961244,5,0.5069667643250352,-0.16090522162199997,-1.080570158627516
2022-12-31,ADI,Information Technology,Information Technology,0.44762122347967986,3,0.7392987876259094,-0.5875477818466901,-0.6077575363673612
2022-12-31,ORA.PA,Communication Services,Communication Services,0.14898767439703658,2,-0.014698292867838584,-0.631127054597627,-1.4201603051863256
2023-01-31,SMIN.L,Industrials,Industrials,2.054340734297792,1,2.4683294047393325,0.0048639771413705535,-2.8618514801295944
2023-01-31,LAND.L,Real Estate,Real Estate,2.018500652024839,1,1.9443831799363107,2.5710837443145746,-1.6882699760006892
2023-01-31,HSBA.L,Financials,Financials,1.6846405874983248,1,1.2285354593767965,3.6772807218244457,-1.0603158375367878
2023-01-31,NG.L,Utilities,Utilities,1.6623957423250455,1,1.2613987577679584,2.611190115672303,-1.9165923226490487
2023-01-31,WDC,Information Technology,Information Technology,1.318305380111197,1,2.238494298688906,-0.6764845873875812,-0.5525285918768499
2023-01-31,BARC.L,Financials,Financials,1.2786997183413331,2,1.3534367863608192,1.109340549889262,-1.2238476827349463
2023-01-31,UU.L,Utilities,Utilities,1.2379214276777535,2,1.7756029842936636,0.20566950187317187,-0.6571286836346056
2023-01-31,C,Financials,Financials,1.2366569681655228,3,1.900585848870473,-0.3966915402501877,-0.8782188344663826
2023-01-31,BAYN.DE,Health Care,Health Care,1.2012422002473588,1,1.7665955012439574,-0.36889379756994356,-1.0753182950748668
2023-01-31,DIS,Communication Services,Communication Services,1.1816758106481744,1,1.9869572907177648,-0.32850682263129394,-0.2760140037188722
2023-01-31,BRBY.L,Consumer Discretionary,Consumer Discretionary,1.1798014146601195,1,1.251378544127016,1.215071362771761,-0.9298000781477889
2023-01-31,RIO.L,Materials,Materials,1.1779877556259293,1,1.09056089973845,1.3396637424196958,-1.2785923364946008
2023-01-31,TSCO.L,Consumer Staples,Consumer Staples,1.1678461785965872,1,1.365437876217683,0.3541875997583865,-1.3887296645715002
2023-01-31,IHG.L,Consumer Discretionary,Consumer Discretionary,1.1174698280244468,2,1.6864232646123987,-0.5301113833993633,-1.0581907296844018
2023-01-31,AHT.L,Industrials,Industrials,1.066594486616872,2,1.0756517114871067,1.5116085275238915,-0.5944087710991485
2023-01-31,SBRY.L,Consumer Staples,Consumer Staples,1.0478327994023098,2,1.7092170119217773,-0.22073237864651118,-0.3322453398927282
2023-01-31,LH,Health Care,Health Care,0.9536187952476046,2,1.46540851510415,-0.3693664648373254,-0.7412348957628985
2023-01-31,VOD.L,Communication Services,Communication Services,0.9471833765020765,2,0.5103820711906008,2.351311756245965,-0.8534589126926151
2023-01-31,BK,Financials,Financials,0.8955074461542057,4,1.2884102255976395,-0.5274583857688229,-1.1397649397469332
2023-01-31,LLOY.L,Financials,Financials,0.8596314880410029,5,0.7553617927902273,1.566537201640323,-0.46553486019400964
2023-01-31,STX,Information Technology,Information Technology,0.8194148730598603,2,1.4041175540279294,-0.6877276065893543,-0.5724493098048674
2023-01-31,NUE,Materials,Materials,0.7755233719157969,2,1.2472898909502044,-0.516321909051286,-0.6520690957796577
2023-01-31,HOLX,Health Care,Health Care,0.7035987228244263,3,1.0865748245318765,-0.36658486098346516,-0.6248540015099668
2023-01-31,ALB,Materials,Materials,0.6500041676930924,3,1.2173825302141619,-0.5070529090487683,-0.1049261568717451
2023-01-31,CNA.L,Utilities,Utilities,0.6044650180074098,3,0.8828588921330967,1.0929302075728295,0.71918179393507
2023-01-31,ULTA,Consumer Discretionary,Consumer Discretionary,0.5943057270467231,3,0.6375824480755735,-0.4461007012922429,-1.5048819922991379
2023-01-31,MPC,Energy,Energy,0.5280309615356167,1,1.0840456600332753,-0.437150515837894,0.17483165658384808
2023-01-31,TGT,Consumer Discretionary,Consumer Discretionary,0.5262561185702747,4,0.8361572082133824,-0.36274013210500405,-0.48554910031623083
2023-01-31,FTI,Energy,Energy,0.4674670187953236,2,1.3696110151275298,-0.46168703162334906,1.3098109197826224
2023-01-31,HCA,Health Care,Health Care,0.4556346519731367,4,0.7843561143508462,-0.3376349682519693,-0.2627398850651143
2023-01-31,VTR,Real Estate,Real Estate,0.4408187028625592,2,0.6910686006292639,-0.5601956542804812,-0.6910833667054853
2023-01-31,PH,Industrials,Industrials,0.4402678902265845,3,0.9986606941074373,-0.5395767459906604,0.25506588519872847
2023-01-31,CA.PA,Consumer Staples,Consumer Staples,0.4320271214609565,3,1.0596505152759434,-0.6336495348586092,0.3851664036644383
2023-01-31,RR.L,Industrials,Industrials,0.428029640218478,4,0.8136548040247578,1.688122285056408,1.9889384960382914
2023-01-31,IMI.L,Industrials,Industrials,0.3783373365170677,5,0.7734959382868642,-0.28395803837037104,0.14484309390488298
2023-01-31,NVDA,Information Technology,Information Technology,0.2393580953201318,3,0.3873496080104706,1.5459699626466195,1.5112283100773722
2023-02-28,HSBA.L,Financials,Financials,1.8718151076932537,1,1.7178513302730662,3.7105015724652746,-0.49501997518179514
2023-02-28,BWA,Consumer Discretionary,Consumer Discretionary,1.5802468299912522,1,2.4755205453014133,-0.4855978447011656,-0.960270358753187
2023-02-28,SHEL.L,Energy,Energy,1.5600219536420552,1,1.3504608432202378,2.112485620326336,-1.6362416182232267
2023-02-28,NG.L,Utilities,Utilities,1.5127925979857877,1,0.9715445100768344,2.633891877797655,-2.01543758190078
2023-02-28,BP.L,Energy,Energy,1.4914972529922974,2,1.5915945323958056,1.6578741864558324,-1.0248284813182382
2023-02-28,RY.TO,Financials,Financials,1.4362508956617464,2,1.9792851489704615,-0.4536083136921469,-1.697007345089494
2023-02-28,BA.L,Industrials,Industrials,1.2616936817562638,1,0.9395209437886358,2.9423672511378567,-0.5475383262775553
2023-02-28,AZN.L,Health Care,Health Care,1.2367678199329328,1,0.8295341181075491,3.6316169000228467,-0.06361984531917056
2023-02-28,ABBV,Health Care,Health Care,1.2226304851760157,2,1.7928920692412538,-0.28647088546893806,-1.020947103625255
2023-02-28,ORA.PA,Communication Services,Communication Services,1.2147235108804333,1,1.7802655310637139,-0.6752120866111098,-1.4080330478221346
2023-02-28,LAND.L,Real Estate,Real Estate,1.209127020297063,1,0.837892138542721,2.598603074340657,-0.933355611516494
2023-02-28,GSK.L,Health Care,Health Care,1.1773565343579857,3,1.115993920185168,1.9740044005408546,-0.5647965106935691
2023-02-28,SN.L,Health Care,Health Care,1.136637570627318,4,1.6337416069795117,0.03562898984506038,-0.7463340423529949
2023-02-28,LIN,Materials,Materials,1.1340874614809726,1,1.745208541721119,-0.46165425812488625,-0.8964659403663915
2023-02-28,VOD.L,Communication Services,Communication Services,1.1292693788744241,2,0.9913273369616581,2.290802096387338,-0.38156278709980834
2023-02-28,NUE,Materials,Materials,1.1209285320058264,2,1.7877369637929001,-0.5402322115111218,-0.7816639801615538
2023-02-28,WELL,Real Estate,Real Estate,1.0772996090221452,2,1.6533376552328731,-0.37989542439526863,-0.8063805038073749
2023-02-28,EN.PA,Industrials,Industrials,1.0624916783118183,2,1.5911360349039205,-0.6313307238903642,-1.170381010737694
2023-02-28,RKT.L,Consumer Discretionary,Consumer Discretionary,1.05395398269343,2,0.35818961145691913,3.1469349699194678,-1.0482661091769245
2023-02-28,CNA.L,Utilities,Utilities,1.0355717846236974,2,1.7938813277542909,0.9643218875009456,1.1681069476453319
2023-02-28,ADI,Information Technology,Information Technology,1.0131702984771978,1,1.490331486620497,-0.5737225769448532,-1.1685796094693517
2023-02-28,SBRY.L,Consumer Staples,Consumer Staples,0.9945424237051044,1,1.6159182743724072,-0.25704873858787314,-0.3820060339961741
2023-02-28,PH,Industrials,Industrials,0.9730907574058031,3,1.70558972601031,-0.4969076320464339,-0.24559224104451957
2023-02-28,ENGI.PA,Utilities,Utilities,0.9643798351210121,3,1.5304838603755282,-0.5586619832651315,-0.7891095777436081
2023-02-28,NVDA,Information Technology,Information Technology,0.9518134123625306,2,1.6205741310511446,2.0445825784174647,2.1472379097582452
2023-02-28,AAPL,Information Technology,Information Technology,0.903888226531405,3,0.6540901070062662,1.6642813823186753,-0.8928894293195508
2023-02-28,TSCO.L,Consumer Staples,Consumer Staples,0.8978578426249679,2,0.9868816567327225,0.3374160611437553,-1.1912281817829165
2023-02-28,RR.L,Industrials,Industrials,0.8789970629089316,4,1.1365006715265802,2.2716880946819806,1.2862047947170627
2023-02-28,JPM,Financials,Financials,0.7984667827881846,3,1.2412916076881688,-0.35097119340503835,-0.619430284281455
2023-02-28,NXT.L,Consumer Discretionary,Consumer Discretionary,0.772146178111293,3,1.0256207100483112,0.3036209853435335,-0.48024777506799826
2023-02-28,AHT.L,Industrials,Industrials,0.7282960822260207,5,0.7439624481534217,1.2000054286119188,-0.2095876380579196
2023-02-28,ULTA,Consumer Discretionary,Consumer Discretionary,0.7029448261978413,4,0.9403478637273265,-0.43889672216396747,-1.1325772619711945
2023-02-28,BK,Financials,Financials,0.6439897638587947,4,0.9085963359895824,-0.5232037873159809,-1.0173635986412068
2023-02-28,SDR.L,Financials,Financials,0.6353695296820411,5,0.8280292536184343,-0.21442794192173073,-0.9071878294766333
2023-02-28,ULVR.L,Consumer Staples,Consumer Staples,0.628467102229897,3,0.18653520812315955,2.3124608604716,-0.27026902630840627
2023-02-28,RIO.L,Materials,Materials,0.28276108114600335,3,-0.29178704734908295,1.6853737606274048,-0.6037927871498606
2023-03-31,RKT.L,Consumer Discretionary,Consumer Discretionary,2.241668674149545,1,2.059141133973761,3.277796353428269,-1.753123615398174
2023-03-31,BA.L,Industrials,Industrials,1.9196289214447162,1,2.0010674883451123,2.8613333317287917,-0.7336088104594526
2023-03-31,AMZN,Consumer Discretionary,Consumer Discretionary,1.7825600598230704,2,2.048399754031603,1.7715375032880638,-0.9960635337324795
2023-03-31,NEE,Utilities,Utilities,1.688686386889815,1,2.3259228664256644,-0.3446658108843542,-1.8103291460564355
2023-03-31,FDX,Industrials,Industrials,1.5160839058062006,2,2.3247270788584045,-0.4427317739447068,-1.0489700664004962
2023-03-31,EQIX,Real Estate,Real Estate,1.3501366032326305,1,1.759589708135031,-0.136563268683713,-1.608477160441772
2023-03-31,LLY,Health Care,Health Care,1.3109564551806978,1,2.0354656206182176,-0.21815449925692076,-0.6665399133057575
2023-03-31,MSFT,Information Technology,Information Technology,1.1769021646593416,1,1.278269166701974,1.1775969237083483,-0.8721063994824372
2023-03-31,ABX.TO,Materials,Materials,1.1204872937570272,1,1.654919470236215,-0.5690943797926601,-1.2067724378691504
2023-03-31,AAPL,Information Technology,Information Technology,1.087971392547036,2,0.9801906026635415,1.541308945372714,-0.9579762093718411
2023-03-31,AZN.L,Health Care,Health Care,1.0816587673088347,2,0.3672941982554735,3.7518821594483973,-0.5545290823293554
2023-03-31,ULTA,Consumer Discretionary,Consumer Discretionary,1.0598300501740943,3,1.3951941347309682,-0.3828702333511005,-1.4964380800286667
2023-03-31,MPC,Energy,Energy,1.0379069577971607,1,1.8052054729798879,-0.4743015264717526,-0.24821989651789253
2023-03-31,NG.L,Utilities,Utilities,0.9820503479673117,2,0.3016140333963332,2.6319401988985582,-1.3734694407490002
2023-03-31,SSE.L,Industrials,Industrials,0.9286033697271258,3,0.6926807146724635,1.4888173058433516,-1.0761573987748867
2023-03-31,MNG.L,Financials,Financials,0.9265711008066346,1,1.6252470803049048,-0.16154866616931282,0.08133707071222827
2023-03-31,SMT.L,Financials,Financials,0.902372454623886,2,1.0718214865446913,-0.0971605307533716,-1.3935583442387285
2023-03-31,NEM,Materials,Materials,0.8883378852686248,2,1.2895679847482504,-0.5456132687173002,-1.118598740815673
2023-03-31,EDV.L,Materials,Materials,0.881116485049371,3,1.5513222025013975,-0.46912699804822844,-0.2207428157908915
2023-03-31,AMD,Information Technology,Information Technology,0.8747623252457257,3,1.2957630792497372,0.7308338695628361,0.24431148108341916
2023-03-31,PLD,Real Estate,Real Estate,0.7727015183429378,2,1.1717224713154348,0.06693639014802392,-0.28140378762036017
2023-03-31,WMT,Consumer Staples,Consumer Staples,0.771962754699362,1,1.102072855635817,-0.4495073291897115,-1.0031025357790708
2023-03-31,KO,Consumer Staples,Consumer Staples,0.7592602458616212,2,1.0730213145346574,-0.4839420286542654,-1.0611793143583996
2023-03-31,GOOGL,Communication Services,Communication Services,0.7522612491991537,1,1.0886463139563696,0.28056959925144553,-0.21479770487521443
2023-03-31,VLO,Energy,Energy,0.7313342406628598,2,1.1579087839874433,-0.46989566721801673,-0.6528405185699856
2023-03-31,NTRS,Financials,Financials,0.7012093206970039,3,1.3340838351078397,-0.5882195701913883,-0.09201466835288898
2023-03-31,GOOG,Communication Services,Communication Services,0.6974528950560818,2,1.0561220132196256,0.14307371965459098,-0.17582471596694052
