,date,initial_capital,investment_cost,investment_value,cash,net_capital,P&L,percentage_change
155,2021-11-05,1000000,971669.868,1037015.9027,30434.827899999793,1067450.7305999997,67450.73059999966,0.067451
156,2021-11-08,1000000,971669.868,1030757.7008,30434.827899999793,1061192.5286999997,61192.528699999675,0.061193
157,2021-11-09,1000000,971669.868,1033626.0787,30434.827899999793,1064060.9065999996,64060.90659999964,0.064061
158,2021-11-10,1000000,971669.868,1043572.895,30434.827899999793,1074007.7228999997,74007.7228999997,0.074008
159,2021-11-11,1000000,971669.868,1043164.038,30434.827899999793,1073598.8658999996,73598.86589999963,0.073599
160,2021-11-12,1000000,971669.868,1042655.4365,30434.827899999793,1073090.2643999998,73090.26439999975,0.07309
161,2021-11-15,1000000,971669.868,1046225.2454,30434.827899999793,1076660.0732999998,76660.07329999981,0.07666
162,2021-11-16,1000000,971669.868,1043086.2935,30434.827899999793,1073521.1213999998,73521.12139999983,0.073521
163,2021-11-17,1000000,971669.868,1040359.7621,30434.827899999793,1070794.5899999999,70794.58999999985,0.070795
164,2021-11-18,1000000,971669.868,1040799.2877,30434.827899999793,1071234.1155999997,71234.11559999967,0.071234
165,2021-11-19,1000000,971669.868,1036975.2917,30434.827899999793,1067410.1195999996,67410.11959999963,0.06741
166,2021-11-22,1000000,971669.868,1042035.3157,30434.827899999793,1072470.1435999998,72470.14359999984,0.07247
167,2021-11-23,1000000,971669.868,1044374.6931,30434.827899999793,1074809.5209999997,74809.52099999972,0.07481
168,2021-11-24,1000000,971669.868,1042884.7929,30434.827899999793,1073319.6207999997,73319.62079999968,0.07332
169,2021-11-25,1000000,971669.868,1043457.4092,30434.827899999793,1073892.2370999998,73892.2370999998,0.073892
170,2021-11-26,1000000,971669.868,1025783.7728,30434.827899999793,1056218.6006999998,56218.600699999835,0.056219
171,2021-11-29,1000000,971669.868,1031657.1083,30434.827899999793,1062091.9361999996,62091.93619999965,0.062092
172,2021-11-30,1000000,971669.868,1008728.3822,30434.827899999793,1039163.2100999998,39163.21009999979,0.039163
173,2021-12-01,1000000,971669.868,1007557.9286,30434.827899999793,1037992.7564999998,37992.756499999785,0.037993
174,2021-12-02,1000000,965301.189,1012518.618,36192.010499999786,1048710.6284999999,48710.628499999875,0.048711
175,2021-12-03,1000000,965301.189,1019363.8044,36192.010499999786,1055555.8148999999,55555.81489999988,0.055556
176,2021-12-06,1000000,965301.189,1032403.978,36192.010499999786,1068595.9884999997,68595.98849999974,0.068596
