symbol,gics_sector,sector,composite_score,sector_rank,momentum_252,volatility_252,risk_adjusted_momentum_252,volume_60d_avg,var_95,atr_pct,atr_14,history_rows
AMG,Financials,Financials,0.5775103197197529,18.0,0.7892547627221502,0.3043240656333551,2.593468121160789,119114536.94702454,-0.026546037711279665,3.721977353727546,10.857193539913705,1254
AME,Industrials,Industrials,0.5715619272178716,20.0,0.39961589531811237,0.21119359270340285,1.8921781205707646,295905956.7982727,-0.017179265242428125,2.0967814267287173,4.87616989335611,1254
EVRG,Utilities,Utilities,0.5629679262992275,7.0,0.24505458801626245,0.160926615389476,1.522772273704876,163014035.7751709,-0.014610913366722576,1.7446613271298805,1.4292265272390952,1256
AVGO,Information Technology,Information Technology,0.5325748222366122,9.0,1.2311404227007157,0.419083882584368,2.9376945138253276,8616030239.89183,-0.038126458952943656,2.9465269465405903,12.269780436215425,1254
ADI,Information Technology,Information Technology,0.5260488701768196,10.0,1.0198271413654676,0.29748572413434665,3.428154894938442,1329668896.7841465,-0.02694647876994389,3.120159979970095,12.118857332114956,1254
EBAY,Consumer Discretionary,Consumer Discretionary,0.5248865488512268,17.0,0.5092018811557908,0.37274643609181146,1.3660811529003296,497040022.40654933,-0.03122546781892212,3.4331322188136366,3.4334756053751345,1255
MSFT,Information Technology,Information Technology,0.5032255726862209,11.0,0.10293151198522987,0.2459267069746325,0.41854548150334614,14342923271.774382,-0.02372453676696376,2.552713853590499,10.821464910912479,1254
BP.L,Energy,Energy,0.4944434523024448,5.0,0.5821154290130406,0.28282010594923335,2.058253344680987,29550103978.694298,-0.026591335405665266,3.1385006307665435,17.9647783767432,1260
KEYS,Information Technology,Information Technology,0.4935373066746422,12.0,1.3746437732114485,0.3619898528897275,3.797464935101936,421193383.6775238,-0.031110221808700343,2.8190716385936136,9.625720454102849,1254
CSCO,Information Technology,Information Technology,0.469187217716673,13.0,0.59804429841705,0.25625487313142886,2.33378702659958,1904505178.6294236,-0.018782906944456786,2.241371449546014,1.9708379224259331,1256
PFE,Health Care,Health Care,0.443654493745413,10.0,0.2677522261735177,0.2521339792522874,1.0619442368202285,1102138995.2280283,-0.023581258017325288,1.9477216844957086,0.5244240486905324,1254
HOLX,Health Care,Health Care,0.438315763081451,11.0,0.2321284459118398,0.24211167784530177,0.9587660040923726,325583624.65562606,-0.01988662354981341,0.26157721266501427,0.19882484493456948,1243
HCA,Health Care,Health Care,0.3890825498899788,12.0,0.31017745622086634,0.27104757246741296,1.1443653724593228,543277262.1396118,-0.027289814071576553,3.876024352576917,17.22195168725826,1254
SN.L,Health Care,Health Care,0.3563394138633967,13.0,0.18470318260366558,0.2756952044776456,0.6699542814087722,3431928829.969934,-0.021392987389285717,2.3544585736614643,27.82970034067851,1260
